"player","StartTimeFinalClue"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"73617890023487",2580
"73617890023487","NA"
"73617890023487","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"616395328474383","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"73617890023487",1044
"73617890023487","NA"
"73617890023487","NA"
"616395328474383","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"73617890023487",1146
"73617890023487","NA"
"73617890023487","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
"616395328474383","NA"
"73617890023487","NA"
"616395328474383","NA"
