"clueGiverID","clueGiverRandCode","guesserID","guesserRandCode","target1","target2","clueOption1","TBOption1","TEOption1","clueOption2","TBOption2","TEOption2","clueOption3","TBOption3","TEOption3","clueOption4","TBOption4","TEOption4","clueOption5","TBOption5","TEOption5","clueOption6","TBOption6","TEOption6","clueOption7","TBOption7","TEOption7","clueOption8","TBOption8","TEOption8","clueFinal","TBFinal","TEFinal","GuessOption1","GUESS_OPTION1_TIME","GuessOption2","GUESS_OPTION2_TIME","GuessOption3","GUESS_OPTION3_TIME","GuessOption4","GUESS_OPTION4_TIME","GuessOption5","GUESS_OPTION5_TIME","GuessOption6","GUESS_OPTION6_TIME","GuessOption7","GUESS_OPTION7_TIME","GuessOption8","GUESS_OPTION8_TIME","GUESS_1_FINAL","GUESS_1_FINAL_TIME","GUESS_2_FINAL","GUESS_2_FINAL_TIME"
2,41428,1,43854,"GLOW","QUICK","a",1148,1148,"b",1693,1693,"c",2332,2332,"","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","hello",1295,2015,"ROBIN",632,"BEAM",1028,"BEAM",2957,"BEAM",3916,"NA","NA","NA","NA","NA","NA","NA","NA","MONTH",2029,"KNIGHT",2325
2,41428,1,43854,"GLOW","QUICK","a",752,752,"v",1248,1248,"d",1744,1744,"","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","goodbye",1510,4045,"GLOW",1893,"QUICK",3624,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","QUICK",781,"GLOW",1187
