"player","StartTimeFinalClue"
"773798513736438","NA"
"117140561271444","NA"
"117140561271444","NA"
"773798513736438","NA"
"773798513736438","NA"
"117140561271444",2752
"117140561271444","NA"
"117140561271444","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
"117140561271444",1175
"117140561271444","NA"
"117140561271444","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
"117140561271444",1372
"117140561271444","NA"
"117140561271444","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
"773798513736438","NA"
"117140561271444","NA"
"773798513736438","NA"
