"stage.stage","stage.step","stage.round","role","clueOption1","TBOption1","TEOption1","clueOption2","TBOption2","TEOption2","clueOption3","TBOption3","TEOption3","clueOption4","TBOption4","TEOption4","clueOption5","TBOption5","TEOption5","clueOption6","TBOption6","TEOption6","clueOption7","TBOption7","TEOption7","clueOption8","TBOption8","TEOption8","clueFinal","TBFinal","TEFinal","GuessOptions","GUESS_1_FINAL","GUESS_1_FINAL_TIME","GUESS_2_FINAL","GUESS_2_FINAL_TIME","timestamp"
2,5,2,"CLUEGIVER","S",2120,2120,"","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA",949,949,949,"BIRTHDAY","SMELL",574,"EYES",2713,"NA"
