Experiment,Subject,participant,Session,Procedure.Block.,Trial,ACN,ACNPath,CorrectAnswer,Cosine,DirectedW1W2,DirectedW1W2Path,numD12path,DirectedW2W1,DirectedW2W1Path,Level,Player1.RESP,Player1.RT,Player1SecondClue.RESP,Player1SecondClue.RT,Player1ThirdClue.RESP,Player1ThirdClue.RT,Player2.ACC,Player2.CRESP,Player2.RESP,SEARCHA1W1,SEARCHA1W2,P2A1W1,P2A1W2,Player2.RT,Player2SecondAnswer.ACC,Player2SecondAnswer.CRESP,Player2SecondAnswer.RESP,SEARCHA2W1,SEARCHA2W2,P2A2W1,P2A2W2,Player2SecondAnswer.RT,Player2ThirdAnswer.ACC,Player2ThirdAnswer.CRESP,Player2ThirdAnswer.RESP,SEARCHA3W1,SEARCHA3W2,P2A3W1,P2A3W2,Player2ThirdAnswer.RT,Procedure.Trial.,Running.Trial.,Undirected,UndirectedPath,numUndirectedpath,numD12path,undirected_clue,fastText_main_clue,word2vec_main_clue,glove_main_clue,Word1,Word2,Clue1,ClueType,fastText_score,word2vec_score,glove_score,usdn_score,w1_length,w1_freq,w1_conc,w2_length,w2_freq,w2_conc,w1w2_length,w1w2_freq,w1w2_conc,Word1L,Word2L,word2vec1,word2vec2,word2vec3,zMeanDistance,Clue1Initial,Board,Clue1,clue_length,clue_freq,clue_conc,Attempts,P1_Undirected,P1_DirectedW1W2,P1_Directed_W2W1,P1_ACN,P1_word2vec,Word1Clue1_Undirected,Word2Clue1_Undirected,Word1Clue1_Directed12,Word2Clue1_Directed12,Word1Clue1_Directed21,Word2Clue1_Directed21,Word1Clue1_Kenett,Word2Clue1_Kenett,Word1Clue1_Cosine,Word2Clue1_Cosine,ClueAvg_Undirected,ClueAvg_Directed12,ClueAvg_Directed21,ClueAvg_Kenett,ClueAvg_Cosine,UndirectedW1,UndirectedW2,DirectedW1_12,DirectedW2_12,DirectedW1_21,DirectedW2_21,KenettW1,KenettW2,CosineW1,CosineW2,P2Prediction_Undirected,P2Prediction_DirectedWIW2,P2Prediction_DirectedW2W1,P2Prediction_ACN,P2Prediction_word2vec,P2W1,P2W2,CommaW1_USDN,CommaW2_USDN,SEARCHW1_USDN,SEARCHW2_USDN,SEARCH_WIW2TOGETHER_USDN,P2_USDN_FullCredit,P2_USDN_1.5,P2_USDN_NoPartialScore,CommaW1_ACN,CommaW2_ACN,SEARCHW1_ACN,SEARCHW2_ACN,SEARCH_WIW2TOGETHER_ACN,P2_ACN_FullCredit,P2_ACN_1.5,P2_ACN_NoPartialScore,CommaW1_DSDN12,CommaW2_DSDN12,SEARCHW1_DSDN12,SEARCHW2_DSDN12,SEARCH_WIW2TOGETHER_DSDN12,P2_DSDN12_FullCredit,P2_DSDN12_1.5,P2_DSDN12_NoPartialScore,CommaW1_DSDN21,CommaW2_DSDN21,SEARCHW1_DSDN21,SEARCHW2_DSDN21,SEARCH_WIW2TOGETHER_DSDN21,P2_DSDN21_FullCredit,P2_DSDN21_1.5,P2_DSDN21_NoPartialScore,Clue1.1,Player2.RESP.1,LSA1,LSA2,LSA3,LSA4,LSA5,PL1_LSA,LSAW1,LSAW2,PL2_LSA,Clue2,clue2_ength,clue2_freq,clue2_conc,Clue3,U_c1c2,D1_c1c2,D2_c1c2,K_c1c2,W_c1c2,U_c1c3,D1_c1c3,D2_c1c3,K_c1c3,W_c1c3,Word1Clue2_Undirected,Word2Clue2_Undirected,Word1Clue2_Directed12,Word2Clue2_Directed12,Word1Clue2_Directed21,Word2Clue2_Directed21,Word1Clue2_Kenett,Word2Clue2_Kenett,Word1Clue2_Cosine,Word2Clue2_Cosine,Word1Clue3_Undirected,Word2Clue3_Undirected,Word1Clue3_Directed12,Word2Clue3_Directed12,Word1Clue3_Directed21,Word2Clue3_Directed21,Word1Clue3_Kenett,Word2Clue3_Kenett,Word1Clue3_Cosine,Word2Clue3_Cosine,U_c2c3,D1_c2c3,D2_c2c3,K_c2c3,W_c2c3,fastTextW1W2,fastTextW1C1,fastTextW1C2,fastTextW1C3,fastTextW2C1,fastTextW2C2,fastTextW2C3,gloveW1W2,gloveW1C1,gloveW1C2,gloveW1C3,gloveW2C1,gloveW2C2,gloveW2C3,word2vecwikiW1W2,word2vecwikiW1C1,word2vecwikiW1C2,word2vecwikiW1C3,word2vecwikiW2C1,word2vecwikiW2C2,word2vecwikiW2C3,word2vecwiki_W1,word2vecwiki_W2,glove_W1,glove_W2,fastText_W1,fastText_W2,P2Prediction_w2vwiki,P2Prediction_glove,P2Prediction_fasttext,U_w1_num,U_w2_num,word2vec_num_W1,word2vec_num_W2,comma_w1_num_word2vec,comma_w2_num_word2vec,search_word2vec_w1,search_word2vec_w1,searchw1w2together,word2vec_num_fullcredit,word2vec_num_1.5,word2vec_num_nopartialscore,glove_num_W1,glove_num_W2,comma_w1_num_glove,comma_w2_num_glove,search_glove_w1,search_glove_w1,searchw1w2together_glove,glove_num_fullcredit,glove_num_1.5,glove_num_nopartialscore,fastText_num_W1,fastText_num_W2,comma_w1_num_fastText,comma_w2_num_fastText,search_fastText_w1,search_fastText_w1,searchw1w2together_fastText,fastText_num_fullcredit,fastText_num_1.5,fastText_num_nopartialscore,fastTextC1C2,fastTextC2C3,fastTextC1C3,gloveC1C2,gloveC2C3,gloveC1C3,word2vecC1C2,word2vecC2C3,word2vecC1C3
E1,E1.1,1,1,S1,8,3,VOID-VACANCY-FURNITURE-COUCH,couch{-}void9,0.094352385,4,VOID-AVOID-MOVE-FURNITURE-COUCH,3,4,COUCH-BED-ROOM-EMPTY-VOID,Hard,comfy9,59842,dissapear9,59984,,0,0,couch{-}void9,couch{-}outfit9,#VALUE!,1,0,1,32668,1,couch{-}void9,couch{-}void9,9,1,1,1,16733,0,,,#VALUE!,#VALUE!,0,0,0,TrialProc,TrialList1,4,VOID-ABSENCE-GOOD-COMFORTABLE-COUCH,3,3,"absence, good, comfortable","sofa, bed, pillow","sofa, fill, bathtub","sofa, sitting, fill",VOID,COUCH,COMFORTABLE,Attributive,0,0,0,1,4,2.322,2.62,5,3.079,4.71,4.5,2.7005,3.665,void,couch,sofa,recliner,,0.762557011,COMFY,TrialList1,COMFORTABLE,11,3.382,2.33,2,1,0,0,0,0,3,1,4,2,4,1,4,2,0.090475049,0.212146369,2,3,2.5,3,0.151310709,COUCH,"ANGRY,GIGGLE,PEN,YARN,BETTER","COUCH,YARN","EXAM,ALGEBRA,OUTFIT,BANDANNA",COUCH,"PEN,BETTER",COUCH,VOID,BETTER,ADORE,1,0,1,0,0,couch,outfit,0,4,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,3,1,1,0,2,1.5,1,0,1,1,0,0,1,1,1,COMFORTABLE,couch{-}outfit9,CARBONLESS,SOFA,ROOM,WOEBEGONE,CHAIR,0,BETTER,COUCH,1,DISAPPEAR,9,3.029,2.86,NA,3,4,4,24,0.126087164,,,,,,3,4,3,5,4,4,26,23,0.22012308,0.029652183,,,,,,,,,,,,,,,,0.281812906,0.295630872,0.393091232,-0.025963971,0.399065822,0.223925278,-0.00835621,0.061546069,0.06295035,0.216977358,-0.041725243,0.348094702,0.137790591,0.080033139,0.231024295,0.223269761,0.313488781,-0.042347089,0.283077985,0.230988756,0.017690635,BETTER,COUCH,BETTER,COUCH,BETTER,ANGRY,1,1,0,1,5,BETTER,"COUCH,ANGRY,LEAD,OUTFIT,GIGGLE",0,4,1,1,0,2,1.5,1,BETTER,"COUCH,LEAD,OUTFIT,WRITE,DEPTH",0,4,1,1,0,2,1.5,1,BETTER,"ANGRY,COUCH,ABNORMAL,LEAD,ADORE",0,4,1,0,0,1,1,1,0.310797572,-0.038585031,-0.091722309,0.173402727,-0.059780004,-0.022152545,0.294341862,-0.033593677,0.117090848
E1,E1.1,1,1,S1,7,3,GIGGLE-AMUSE-RIDICULOUS-ABNORMAL,abnormal{-}giggle9,0.068679559,4,GIGGLE-FUNNY-COMEDY-ROUTINE-ABNORMAL,3,3,ABNORMAL-CRAZY-SILLY-GIGGLE,Medium,funny9,21075,weird9,8219,,0,0,abnormal{-}giggle9,adore{-}giggle9,9,#VALUE!,1,0,53394,1,abnormal{-}giggle9,abnormal{-}giggle9,12,1,1,1,29701,0,,,#VALUE!,#VALUE!,0,0,0,TrialProc,TrialList1,3,GIGGLE-HAPPY-BEHAVIOR-ABNORMAL,2,3,"happy, behavior","laugh, weird, funny","hilarious, symptom, annoying","laugh, nervous, squeal",GIGGLE,ABNORMAL,FUNNY,Attributive,1,0,0,0,6,1.944,3.72,8,2.173,2.14,7,2.0585,2.93,giggle,abnormal,nervous_tic,involuntary_spasm,,0.274075541,FUNNY,TrialList1,FUNNY,5,4.046,2.5,2,0,1,0,0,0,1,3,1,3,2,3,1,4,0.518486194,0.161459199,2,2,2.5,2.5,0.339972697,GIGGLE,ANGRY,GIGGLE,"ANGRY,BURGLAR,RUMOR,ABNORMAL,OUTFIT,BANDANNA,COUCH,YARN",GIGGLE,"ANGRY,ADORE,EXAM,ABNORMAL,WRITE,PEN,LEAD",GIGGLE,ADORE,GIGGLE,ADORE,1,1,1,2,2,adore,giggle,0,0,0,1,0,1,1,1,0,0,1,1,0,2,2,2,0,7,0,1,0,1,1,1,0,6,1,1,0,2,1.5,1,FUNNY,adore{-}giggle9,TUMORS,MALIGNANT,NEOPLASM,NORMAL,DISORDERS,0,GIGGLE,COUCH,1,WEIRD,5,3.712,1.59,NA,2,3,3,5,0.659852736,,,,,,3,1,3,1,3,1,4,1,0.415812262,0.334473145,,,,,,,,,,,,,,,,0.317762464,0.534397244,0.412739217,-0.072673579,0.473662108,0.599835038,-0.038088841,0.11104323,0.322428942,0.215907589,-0.110253283,0.105597876,0.255610198,0.007818589,0.2397459,0.505501926,0.386681676,0.000718291,0.252162814,0.311907679,0.091961177,GIGGLE,ANGRY,WRITE,GIGGLE,GIGGLE,ANGRY,1,1,1,1,1,GIGGLE,ANGRY,0,0,0,1,0,1,1,1,WRITE,GIGGLE,0,0,0,1,0,1,1,1,GIGGLE,ANGRY,0,0,0,1,0,1,1,1,0.726480901,0.013683125,0.026340111,0.584132433,0.04343307,0.011854295,0.528466523,0.099808601,0.143148006
E1,E1.1,1,1,S1,6,3,EXAM-DIFFICULT-CALCULUS-ALGEBRA,algebra{-}exam9,0.485016159,4,EXAM-STUDY-BORING-MATH-ALGEBRA,3,3,ALEBRA-MATH-TEST-EXAM,Easy,math9,6224,,0,,0,1,algebra{-}exam9,algebra{-}exam9,11,1,1,1,26977,0,,,#VALUE!,#VALUE!,0,0,0,0,,,#VALUE!,#VALUE!,0,0,0,TrialProc,TrialList1,2,EXAM-HARD-ALEGEBRA,1,3,hard,"calculus, math, geometry","calculus, trigonometry, math","math, calculus, geometry",EXAM,ALGEBRA,MATH,Hierarchical,1,1,1,0,4,2.836,4.48,7,1.959,3.14,5.5,2.3975,3.81,exam,algebra,math,calculus,,-0.84880802,MATH,TrialList1,MATH,4,2.923,3.15,1,0,1,1,0,1,2,1,3,1,2,1,3,1,0.449910268,0.76057513,1.5,2,1.5,2,0.605242699,ALGEBRA,"EXAM,INSTRUCTION,WRITE,PEN",ALGEBRA,"ADORE,DEPTH,EXAM,ABNORMAL,INSTRUCTION,WRITE,OUTFIT,LEAD,VOID,COUCH,YARN","ADORE,DEPTH,EXAM,ABNORMAL,INSTRUCTION,WRITE,OUTFIT,LEAD,VOID,COUCH,YARN",ALGEBRA,ALGEBRA,"INSTRUCTION,PEN",ALGEBRA,EXAM,1,1,1,1,2,algebra,exam,0,3,1,1,0,2,1.5,1,0,1,1,0,0,1,1,1,0,10,1,1,0,2,1.5,1,10,0,1,1,0,2,1.5,1,MATH,algebra{-}exam9,MATH,SOPHOMORE,FLUNK,TRIGONOMETRY,SEMESTER,1,INSTRUCTION,EXAM,1,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448920578,0.458311051,0.032115691,0.032115691,0.64395225,-0.055450845,-0.055450845,0.294723362,0.51128751,-0.012191722,-0.012191722,0.395346045,0.016329181,0.016329181,0.384094208,0.384140134,-0.07645267,-0.07645267,0.511500716,-0.025512228,-0.025512228,ALGEBRA,EXAM,EXAM,INSTRUCTION,ALGEBRA,EXAM,2,1,2,1,4,ALGEBRA,"EXAM,INSTRUCTION,WRITE,PEN",0,3,1,1,0,2,1.5,1,EXAM,"INSTRUCTION, ALGEBRA, WRITE, BETTER",0,3,1,1,0,2,1.5,1,ALGEBRA,"EXAM,INSTRUCTION,WRITE,YARN",0,3,1,1,0,2,1.5,1,0.012729961,1,0.012729961,-0.01287854,1,-0.01287854,-0.027653728,1,-0.027653728
E1,E1.1,1,1,S1,42,12,,bean{-}tea9,0.365603613,2,TEA-BAG-BEAN,1,3,BEAN-PLANT-POT-TEA,Easy,time9,12297,swinging9,89655,sunset9,34519,0,bean{-}tea9,dusk{-}hand9,#VALUE!,#VALUE!,0,0,58343,0,bean{-}tea9,hand{-}pendulum9,#VALUE!,#VALUE!,0,0,8843,0,bean{-}tea9,dusk{-}pendulum9,#VALUE!,#VALUE!,0,0,3735,TrialProc,TrialList10,2,TEA-BAG-BEAN,1,1,bag,coffee,coffee,coffee,TEA,BEAN,TIME,Idiosyncratic,0,0,0,0,3,3.476,4.69,4,2.544,5,3.5,3.01,4.845,tea,bean,coffee,herbal,,-0.791064771,TIME,TrialList10,TIME,4,5,3.07,4,0,1,0,0,0,2,3,2,3,4,3,8,16,0.06990847,-0.012788994,2.5,2.5,3.5,12,0.028559738,PENDULUM,"HAND,HARD,DUSK,BLANK,ACTION,TEA,TOURIST,COMEDY,PEAK",PENDULUM,"HARD,DUSK,BLANK,ACTION,TEA,TOURIST",BLANK,"BLUEJAY,HAND,HARD,DUSK,ACTION,BEAN,VALLEY,PEAK",PENDULUM,DUSK,HARD,PEAK,1,0,0,1,0,dusk,hand,0,8,1,1,0,2,1.5,1,0,0,1,0,0,1,1,1,0,5,1,0,0,1,1,1,0,7,1,1,0,2,1.5,1,TIME,dusk{-}hand9,PENDULUMS,SHM,OSCILLATORY,REPAIR,UNDAMPED,0,HARD,HAND,0,SWING,5,3.123,4.54,SUNSET,2,4,2,21,0.174144887,3,3,3,5,0.209971024,3,3,4,3,4,3,17,19,0.110630561,0.099376451,3,3,4,4,3,3,11,19,0.155711594,0.028493505,3,3,4,24,0.106238945,0.463205218,0.350325912,0.303017467,0.365295053,0.292739451,0.28043133,0.256222069,0.323720306,0.152557477,0.146325782,0.157736599,0.043084145,0.074252091,0.011252756,0.441459119,0.212973058,0.226263911,0.237771019,0.166799769,0.188447967,0.244179919,DUSK,HAND,HARD,ACTION,PEAK,HAND,2,0,1,1,9,DUSK,"HAND,PENDULUM,HARD,PEAK,COFFIN,PULL,ACTION,KICK,TEA",0,8,1,1,0,2,1.5,1,HARD,"ACTION,HAND,PULL,PEAK,KICK,COMEDY,COMMAND,TOURIST,VALLEY",0,8,0,1,0,1,1,1,PEAK,"HAND,DUSK,HARD,ACTION,COMMAND,VALLEY,TEA,KICK,STRAWBERRY,PENDULUM",0,9,1,1,0,2,1.5,1,0.351627558,0.328103572,0.38758567,0.2414269,0.099488817,0.222269297,0.28186813,0.245777205,0.306394607
E1,E1.1,1,1,S1,44,3,TOURIST-FOOL-SILLY-COMEDY,comedy{-}tourist9,0.164759696,2,TOURIST-FUNNY-COMEDY,1,5,COMEDY-TRAGEDY-DISASTER-AREA-SITE-TOURIST,Medium,fun9,34427,,0,,0,1,comedy{-}tourist9,comedy{-}tourist9,10,1,1,1,35365,0,,,#VALUE!,#VALUE!,0,0,0,0,,,#VALUE!,#VALUE!,0,0,0,TrialProc,TrialList10,2,TOURIST-FUNNY-COMEDY,1,1,funny,romance,drama,movie,TOURIST,COMEDY,FUN,Attributive,0,0,0,1,7,2.377,4.59,6,2.78,3.1,6.5,2.5785,3.845,tourist,comedy,romantic,sitcom ,,-0.265698546,FUN,TrialList10,FUN,3,4.08,1.97,1,1,1,0,0,0,2,1,2,1,5,3,4,2,0.090383,0.312463332,1.5,1.5,4,3,0.201423166,COMEDY,"KICK,HARD,PENDULUM,DUSK,ACTION,STRAWBERRY,TEA,TOURIST,VALLEY,PEAK",COMEDY,"KICK,HARD,PENDULUM,DUSK,ACTION,STRAWBERRY,TEA,TOURIST,VALLEY,PEAK",HARD,"HAND,KICK,ACTION,COMEDY,PEAK",COMEDY,TOURIST,COMEDY,HARD,1,1,0,2,1,comedy,tourist,0,9,1,1,0,2,1.5,1,0,0,1,1,0,2,2,2,0,9,1,1,0,2,1.5,1,0,4,1,0,0,1,1,1,FUN,comedy{-}tourist9,SHKAESPEAREAN,PLAYWRIGHT,SILENUS,KOMOS,IMPELS,0,KICK,HARD,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371036112,0.345661581,-0.018121466,-0.018121466,0.470444381,0.022786232,0.022786232,0.074772462,0.196023807,-0.053703506,-0.053703506,0.450814217,0.002315758,0.002315758,0.141550094,0.250520021,-0.040179821,-0.040179821,0.40146327,0.021245723,0.021245723,COMEDY,HARD,COMEDY,HARD,HARD,COMEDY,1,1,1,1,10,COMEDY,"HARD,PULL,PENDULUM,TEA,SHAMPOO,TOURIST,ACTION,KICK,STRAWBERRY,DUSK",0,9,1,1,0,2,1.5,1,COMEDY,"HARD,PULL,HAND,ACTION,KICK,TOURIST,TEA,STRAWBERRY,VALLEY,DUSK",0,9,1,1,0,2,1.5,1,HARD,"COMEDY,KICK,HAND,STRAWBERRY,TEA,TOURIST,DUSK,ACTION,BLUEJAY,PULL",0,9,1,1,0,2,1.5,1,-0.001548003,1,-0.001548003,-0.002727323,1,-0.002727323,0.067789419,1,0.067789419
E1,E1.1,1,1,S1,43,4,PENDULUM-HOUR-NOON-AFTERNOON-DUSK,dusk{-}pendulum9,0.133368079,4,PENDULUM-TIME-LATE-EVENING-DUSK,3,6,DUSK-DARK-ALLEY-ROAD-GRAVEL-PIT-PENDULUM,Hard,right9,8756,9,2156,9,1206,0,dusk{-}pendulum9,9,#VALUE!,#VALUE!,0,0,5513,0,dusk{-}pendulum9,9,#VALUE!,#VALUE!,0,0,3449,0,dusk{-}pendulum9,9,#VALUE!,#VALUE!,0,0,1009,TrialProc,TrialList10,3,PENDULUM-DEATH-END-DUSK,2,3,"death, end","dawn, sunrise, sunset","dawn, sunrise, midnight","clock, dawn, sunrise",PENDULUM,DUSK,RIGHT,Idiosyncratic,0,0,0,0,8,1.447,4.69,4,1.792,4.24,6,1.6195,4.465,pendulum,dusk,sundown,sunset,sunrise,0.67961954,RIGHT,TrialList10,RIGHT,5,5.311,3.47,4,0,0,0,0,0,3,3,3,4,6,6,22,24,0.286257952,0.051584102,3,3.5,6,23,0.168921027,"HARD,ACTION,STRAWBERRY","COMMAND,BLUEJAY,HAND,KICK,PENDULUM,DUSK,PULL,BLANK,SHAMPOO,CLOVE,TEA,BEAN,TOURIST,COMEDY,VALLEY,PEAK",STRAWBERRY,"COMMAND,HAND,PENDULUM,BLANK,ACTION,CLOVE,TEA,BEAN,COMEDY,PEAK","HARD,PULL,ACTION","HAND,COFFIN,BLANK,SHAMPOO,BEAN,COMEDY,VALLEY",HAND,STRAWBERRY,HARD,HAND,0,0,0,0,0,,,2,15,1,1,1,2,1.5,1,0,0,1,1,1,2,2,2,0,9,1,1,1,2,1.5,1,2,6,1,1,1,2,1.5,1,RIGHT,9,1773,BOSTONIANS,DECLARATORY,QUARTERING,TOWNSHEND,0,HAND,HARD,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25662303,0.338926077,-0.028421656,-0.028421656,0.290731519,-0.026634998,-0.026634998,0.110116541,0.115030542,-0.072316003,-0.072316003,-0.008976649,-0.043043184,-0.043043184,0.248006061,0.226335064,-0.076668718,-0.076668718,0.168804467,-0.018219494,-0.018219494,HAND,HARD,HAND,HARD,HAND,HARD,0,0,0,3,16,"HAND,HARD,PULL","KICK,ACTION,BLANK,PENDULUM,COMMAND,COFFIN,TEA,DUSK,STRAWBERRY,SHAMPOO,CLOVE,TOURIST,VALLEY,PEAK,BEAN,COMEDY",2,15,1,1,1,2,1.5,1,"HAND,HARD,ACTION","KICK,PULL,BLANK,COMMAND,VALLEY,COMEDY,TOURIST,PEAK,PENDULUM,TEA,STRAWBERRY,COFFIN,BEAN,DUSK,SHAMPOO,CLOVE",2,15,1,1,1,2,1.5,1,"HAND,HARD,BLANK","ACTION,KICK,COMMAND,STRAWBERRY,PEAK,VALLEY,PENDULUM,BLUEJAY,PULL,BEAN,COFFIN,DUSK,COMEDY,TOURIST,TEA,SHAMPOO",2,15,1,1,1,2,1.5,1,-0.082910521,1,-0.082910521,-0.046696076,1,-0.046696076,-0.019248417,1,-0.019248417
E1,E1.1,1,1,S1,10,3,BEGINNING-BEGIN-START-BRAKE,beginning{-}brake9,0.086153393,5,BEGINNING-FIRST-BLOOD-LIQUID-FLUID-BRAKE,4,4,BRAKE-STOP-END-FRONT-BEGINNING,Hard,start9,129626,stop9,78270,car9,16919,0,beginning{-}brake9,beginning{-}gas9,1,#VALUE!,1,0,67550,0,beginning{-}brake9,beginning{-}stopp9,1,#VALUE!,1,0,7217,0,beginning{-}brake9,gas{-}brake9,#VALUE!,7,0,1,10766,TrialProc,TrialList2,3,BEGINNING-END-STOP-BRAKE,2,4,"end, stop","start, ending, spring, rear","start, end, early, wheel","start, early, end, when",BEGINNING,BRAKE,START,Coordinate,1,1,1,0,9,3.508,2.5,5,2.486,4.44,7,2.997,3.47,beginning,brake,starting,brake_pedal,,0.577121304,START,TrialList2,START,5,4.239,2.71,4,0,0,0,1,1,1,2,1,2,3,4,2,1,0.546314693,0.105333847,1.5,1.5,3.5,1.5,0.32582427,"BEGINNING,TRIGGER,STOP","ALTO,BRAKE,GAS","BEGINNING,TRIGGER,STOP","ALTO,BRAKE","ALTO,BRAKE",STOP,"BRAKE,STOP","BEGINNING,AIRCRAFT",BEGINNING,STOP,1,1,0,0,1,beginning,gas,2,2,1,1,0,2,1.5,1,1,1,1,0,0,1,1,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,START,beginning{-}gas9,STEERING,BLINDSPOT,PEDAL,REINSTALLATION,DOWNSHIFT,0,STOP,BEGINNING,1,STOP,4,4.557,3.68,CAR,1,1,1,1,0.42954645,1,1,2,2,0.127078018,2,1,2,1,3,5,1,2,0.158447563,0.270129115,2,1,2,1,4,3,4,2,0.039879298,0.427242713,2,2,2,3,0.176141438,0.299385041,0.699708521,0.421044379,0.291859865,0.334494412,0.450135976,0.52278477,0.047107216,0.689622462,0.37766391,0.228698984,0.126718253,0.223351479,0.310149819,0.162072361,0.680411637,0.273021013,0.212156713,0.249227911,0.317137986,0.403883874,BEGINNING,STOP,BEGINNING,STOP,BEGINNING,STOP,1,1,1,3,3,"BEGINNING,STOP,PERFORM","TRIGGER,BRAKE,GAS",2,2,1,1,0,2,1.5,1,"BEGINNING,STOP,SCHOOL","GAS,PERFORM,TRIGGER",2,2,1,1,0,2,1.5,1,"BEGINNING,STOP,TRIGGER","PERFORM,SCHOOL,RIOT",2,2,1,0,0,1,1,1,0.651225686,0.348657399,0.358286977,0.546089947,0.376272321,0.298663586,0.503736317,0.297735095,0.308240592
E1,E1.1,1,1,S1,11,3,BIRDS-HAWK-SOAR-AIRCRAFT,aircraft{-}birds9,0.289478734,3,BIRDS-FLY-AIRPLANE-AIRCRAFT,2,5,AIRCRAFT-AIR_FORCE-ARMY-GREEN-NATURE-BIRDS,Easy,fly9,2834,,0,,0,1,aircraft{-}birds9,aircraft{-}birds9,12,1,1,1,10780,0,,,#VALUE!,#VALUE!,0,0,0,0,,,#VALUE!,#VALUE!,0,0,0,TrialProc,TrialList2,2,BIRDS-FLY-AIRCRAFT,1,2,fly,"plane, flight","plane, helicopter","flying, plane",BIRDS,AIRCRAFT,FLY,Attributive,0,0,1,1,5,3.121,NA,8,2.684,4.4,6.5,2.9025,4.4,birds,aircraft,planes,jets,,-0.325143958,FLY,TrialList2,FLY,3,3.637,4.64,1,1,1,0,0,0,1,1,1,1,4,2,31,31,0.276847543,0.358864509,1,1,3,31,0.317856026,"BIRDS,AIRCRAFT","ALTO,LAUNDRY,SCHOOL,STOP","BIRDS,AIRCRAFT","ALTO,SCHOOL","ALTO,SCHOOL","AIRCRAFT,LAUNDRY,SCHOOL,STOP",PERFORM,KNIFE,AIRCRAFT,BIRDS,1,1,0,0,2,aircraft,birds,1,3,1,1,1,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,1,3,1,0,0,1,1,1,FLY,aircraft{-}birds9,PREEN,BEAKS,WINGS,FLUFFING,HERONS,0,BIRDS,AIRCRAFT,2,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5653193,0.448103398,0.044296847,0.044296847,0.463852316,-0.001494249,-0.001494249,0.242834449,0.391104221,-0.077265575,-0.077265575,0.487355977,-0.023881547,-0.023881547,0.259668052,0.356154829,0.022787432,0.022787432,0.433179855,0.001194592,0.001194592,AIRCRAFT,PERFORM,AIRCRAFT,BIRDS,PERFORM,AIRCRAFT,1,2,1,2,4,"AIRCRAFT,PERFORM","BIRDS,STOP,FOAM,SPHINX",1,3,1,1,0,2,1.5,1,"AIRCRAFT,BIRDS","PERFORM,STOP,BEGINNING,SCHOOL",1,3,1,1,1,2,2,2,"PERFORM,AIRCRAFT","BIRDS,STOP,SPHINX,TRIGGER",1,3,1,1,0,2,1.5,1,-0.068396294,1,-0.068396294,-0.062421135,1,-0.062421135,0.03110877,1,0.03110877
E1,E1.1,1,1,S1,12,28,,school{-}stop9,0.087972569,2,SCHOOL-BUS-STOP,1,3,STOP-GO-AWAY-SCHOOL,Medium,cancel9,39485,,0,,0,1,school{-}stop9,school{-}stop9,1,10,1,1,45532,0,,,#VALUE!,#VALUE!,0,0,0,0,,,#VALUE!,#VALUE!,0,0,0,TrialProc,TrialList2,2,SCHOOL-BUS-STOP,1,1,bus,start,college,going,SCHOOL,STOP,CANCEL,Coordinate,0,0,0,0,6,4.23,4.79,4,4.557,3.68,5,4.3935,4.235,school,stop,elementary,tardy_bell_rings,,0.023674215,CANCEL,TrialList2,CANCEL,6,2.97,2.41,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,0,0,0,0,0,school,stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CANCEL,school{-}stop9,SCHOOLHOUSE,BOARDING,JUNIOR,ATTEND,HOMEROOM,0,,,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302301526,0.213047028,-0.068813962,-0.068813962,0.533737242,-0.025893669,-0.025893669,0.204052508,0.087033272,0.007161516,0.007161516,0.332899064,0.000158467,0.000158467,0.167709559,0.067788199,-0.036505076,-0.036505076,0.399994731,-0.027729319,-0.027729319,PERFORM,STOP,STOP,PERFORM,STOP,PERFORM,1,1,1,1,1,PERFORM,STOP,0,0,0,1,0,1,1,1,STOP,PERFORM,0,0,0,1,0,1,1,1,STOP,PERFORM,0,0,0,1,0,1,1,1,-0.108718432,1,-0.108718432,0.004194799,1,0.004194799,-0.044078225,1,-0.044078225
