"clueGiverID","clueGiverRandCode","guesserID","guesserRandCode","target1","target2","clueOption1","TBOption1","TEOption1","clueOption2","TBOption2","TEOption2","clueOption3","TBOption3","TEOption3","clueOption4","TBOption4","TEOption4","clueOption5","TBOption5","TEOption5","clueOption6","TBOption6","TEOption6","clueOption7","TBOption7","TEOption7","clueOption8","TBOption8","TEOption8","clueFinal","TBFinal","TEFinal","GuessOption1","GUESS_OPTION1_TIME","GuessOption2","GUESS_OPTION2_TIME","GuessOption3","GUESS_OPTION3_TIME","GuessOption4","GUESS_OPTION4_TIME","GuessOption5","GUESS_OPTION5_TIME","GuessOption6","GUESS_OPTION6_TIME","GuessOption7","GUESS_OPTION7_TIME","GuessOption8","GUESS_OPTION8_TIME","GUESS_1_FINAL","GUESS_1_FINAL_TIME","GUESS_2_FINAL","GUESS_2_FINAL_TIME"
2,46461,1,29747,"BLOW","BLAZE","a",1320,1320,"b",2257,2257,"c",3241,3241,"","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","a",1163,1163,"PUNISHMENT",1732,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","WEEP",839,"HELICOPTER",1135
2,46461,1,29747,"BLOW","BLAZE","a",887,887,"b",1798,1798,"c",2662,2662,"","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","b",1291,1291,"<button id=\"b5\" class=\"button button1\">BIRTHDAY</button>",11910,"PUNISHMENT",12426,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","HELICOPTER",629,"<button id=\"b11\" class=\"button button1\">WEEP</button>",1501
