"player","StartTimeFinalClue"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"727491874250360",1621
"727491874250360","NA"
"727491874250360","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"727491874250360",907
"727491874250360","NA"
"727491874250360","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"727491874250360",1260
"727491874250360","NA"
"727491874250360","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
"86860006675589","NA"
"727491874250360","NA"
"86860006675589","NA"
