"player","StartTimeFinalClue"
"609332926318293","NA"
"410910757875686","NA"
"410910757875686","NA"
"609332926318293","NA"
"609332926318293","NA"
"410910757875686",1708
"410910757875686","NA"
"410910757875686","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
"410910757875686",1523
"410910757875686","NA"
"410910757875686","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
"410910757875686",855
"410910757875686","NA"
"410910757875686","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
"609332926318293","NA"
"410910757875686","NA"
"609332926318293","NA"
