"player","StartTimeFinalClue"
"615063585710161","NA"
"378324775506135","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"378324775506135","NA"
"378324775506135","NA"
"615063585710161",2417
"615063585710161","NA"
"615063585710161","NA"
"378324775506135","NA"
"615063585710161","NA"
"378324775506135","NA"
"378324775506135","NA"
"615063585710161","NA"
"378324775506135","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"378324775506135","NA"
"378324775506135","NA"
"615063585710161",724
"615063585710161","NA"
"615063585710161","NA"
"378324775506135","NA"
"615063585710161","NA"
"378324775506135","NA"
"378324775506135","NA"
"615063585710161","NA"
"378324775506135","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"615063585710161","NA"
"378324775506135","NA"
"378324775506135","NA"
"615063585710161",1713
"615063585710161","NA"
"615063585710161","NA"
"378324775506135","NA"
"615063585710161","NA"
"378324775506135","NA"
"378324775506135","NA"
"615063585710161","NA"
"378324775506135","NA"
