"player","StartTimeFinalClue","GuessFinal","timestamp"
"360894713232326","NA","NA",1609041388764
"408633401911609","NA","NA",1609041389621
"360894713232326","NA","NA",1609041398164
"360894713232326","NA","NA",1609041398166
"360894713232326","NA","NA",1609041398167
"360894713232326","NA","NA",1609041398167
"360894713232326","NA","NA",1609041398168
"360894713232326","NA","NA",1609041398168
"360894713232326","NA","NA",1609041398169
"360894713232326","NA","NA",1609041398169
"360894713232326","NA","NA",1609041398169
"360894713232326","NA","NA",1609041398170
"360894713232326","NA","NA",1609041398170
"360894713232326","NA","NA",1609041398171
"360894713232326","NA","NA",1609041398171
"360894713232326","NA","NA",1609041398171
"360894713232326","NA","NA",1609041398172
"360894713232326","NA","NA",1609041398172
"360894713232326","NA","NA",1609041398173
"360894713232326","NA","NA",1609041398173
"360894713232326","NA","NA",1609041398173
"360894713232326","NA","NA",1609041398174
"360894713232326","NA","NA",1609041398174
"360894713232326","NA","NA",1609041398175
"360894713232326","NA","NA",1609041398175
"360894713232326","NA","NA",1609041398176
"408633401911609","NA","NA",1609041398177
"408633401911609","NA","NA",1609041401646
"360894713232326","NA","NA",1609041401647
"360894713232326","NA","NA",1609041401647
"360894713232326","NA","NA",1609041401647
"408633401911609","NA","NA",1609041406517
"408633401911609","NA","NA",1609041407914
"408633401911609","NA","NA",1609041409188
"408633401911609","NA","NA",1609041409537
"408633401911609","NA","NA",1609041409978
"408633401911609","NA","NA",1609041410322
"408633401911609","NA","NA",1609041413678
"360894713232326","NA","NA",1609041415175
"408633401911609","NA","NA",1609041415176
"408633401911609","NA","NAVY",1609041418548
"408633401911609","NA","PUNISHMENT",1609041420126
"360894713232326","NA","NA",1609041421416
"408633401911609","NA","NA",1609041421417
"360894713232326","NA","NA",1609041426810
"360894713232326","NA","NA",1609041426813
"360894713232326","NA","NA",1609041426813
"360894713232326","NA","NA",1609041426814
"360894713232326","NA","NA",1609041426814
"360894713232326","NA","NA",1609041426814
"360894713232326","NA","NA",1609041426815
"360894713232326","NA","NA",1609041426815
"360894713232326","NA","NA",1609041426815
"360894713232326","NA","NA",1609041426816
"360894713232326","NA","NA",1609041426816
"360894713232326","NA","NA",1609041426817
"360894713232326","NA","NA",1609041426817
"360894713232326","NA","NA",1609041426818
"360894713232326","NA","NA",1609041426818
"360894713232326","NA","NA",1609041426819
"360894713232326","NA","NA",1609041426819
"360894713232326","NA","NA",1609041426819
"360894713232326","NA","NA",1609041426820
"360894713232326","NA","NA",1609041426820
"360894713232326","NA","NA",1609041426821
"360894713232326","NA","NA",1609041426821
"360894713232326","NA","NA",1609041426821
"360894713232326","NA","NA",1609041426822
"408633401911609","NA","NA",1609041426825
"408633401911609","NA","NA",1609041430940
"360894713232326","NA","NA",1609041430941
"360894713232326","NA","NA",1609041430942
"360894713232326","NA","NA",1609041430942
"408633401911609","NA","NA",1609041433167
"408633401911609","NA","NA",1609041433602
"408633401911609","NA","NA",1609041433974
"360894713232326","NA","NA",1609041435394
"408633401911609","NA","NA",1609041435394
"408633401911609","NA","ROBIN",1609041436154
"408633401911609","NA","BEAM",1609041436725
"408633401911609","NA","SUNNY",1609041437861
"360894713232326","NA","NA",1609041438542
"408633401911609","NA","NA",1609041438542
"360894713232326","NA","NA",1609041442298
"360894713232326","NA","NA",1609041442301
"360894713232326","NA","NA",1609041442301
"360894713232326","NA","NA",1609041442302
"360894713232326","NA","NA",1609041442302
"360894713232326","NA","NA",1609041442303
"360894713232326","NA","NA",1609041442303
"360894713232326","NA","NA",1609041442303
"360894713232326","NA","NA",1609041442304
"360894713232326","NA","NA",1609041442304
"360894713232326","NA","NA",1609041442305
"360894713232326","NA","NA",1609041442305
"360894713232326","NA","NA",1609041442305
"360894713232326","NA","NA",1609041442306
"360894713232326","NA","NA",1609041442306
"360894713232326","NA","NA",1609041442307
"360894713232326","NA","NA",1609041442307
"360894713232326","NA","NA",1609041442308
"360894713232326","NA","NA",1609041442308
"360894713232326","NA","NA",1609041442309
"360894713232326","NA","NA",1609041442309
"360894713232326","NA","NA",1609041442309
"360894713232326","NA","NA",1609041442310
"360894713232326","NA","NA",1609041442310
"408633401911609","NA","NA",1609041442312
"408633401911609","NA","NA",1609041444662
"360894713232326","NA","NA",1609041444663
"360894713232326","NA","NA",1609041444663
"360894713232326","NA","NA",1609041444664
"408633401911609","NA","NA",1609041446302
"408633401911609","NA","NA",1609041446671
"408633401911609","NA","NA",1609041447039
"360894713232326","NA","NA",1609041447841
"408633401911609","NA","NA",1609041447842
"408633401911609","NA","TIP",1609041448350
"408633401911609","NA","SUN",1609041448855
"408633401911609","NA","HOST",1609041449278
"360894713232326","NA","NA",1609041450364
"408633401911609","NA","NA",1609041450365
