"player","StartTimeFinalClue"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"778768779055905",1514
"778768779055905","NA"
"778768779055905","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"460419512741479","NA"
"778768779055905","NA"
"778768779055905",821
"778768779055905","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"778768779055905",833
"778768779055905","NA"
"778768779055905","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
"460419512741479","NA"
"778768779055905","NA"
"460419512741479","NA"
