"clueGiverID","clueGiverRandCode","guesserID","guesserRandCode","target1","target2","clueOption1","TBOption1","TEOption1","clueOption2","TBOption2","TEOption2","clueOption3","TBOption3","TEOption3","clueOption4","TBOption4","TEOption4","clueOption5","TBOption5","TEOption5","clueOption6","TBOption6","TEOption6","clueOption7","TBOption7","TEOption7","clueOption8","TBOption8","TEOption8","clueFinal","TBFinal","TEFinal","GuessOption1","GUESS_OPTION1_TIME","GuessOption2","GUESS_OPTION2_TIME","GuessOption3","GUESS_OPTION3_TIME","GuessOption4","GUESS_OPTION4_TIME","GuessOption5","GUESS_OPTION5_TIME","GuessOption6","GUESS_OPTION6_TIME","GuessOption7","GUESS_OPTION7_TIME","GuessOption8","GUESS_OPTION8_TIME","GUESS_1_FINAL","GUESS_1_FINAL_TIME","GUESS_2_FINAL","GUESS_2_FINAL_TIME"
1,76732,2,89117,"SMELL","EYES","aaa",3399,3775,"dd",5311,5470,"dd",5839,6022,"","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","sss",1483,1819,"BLOW",1182,"PUNISHMENT",1462,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","EYES",740,"PUNISHMENT",1185
1,76732,2,89117,"SMELL","EYES","sss",6291,6610,"sss",7499,7890,"ss",8170,8347,"","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","eee",779,1115,"BIRTHDAY",688,"PUNISHMENT",1008,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ANTIDOTE",937,"EYES",1186
